پلی‌ستر,پنبه,0.535261429,0.605347953,0.75,0.117738259,0.961421908,2.984537851,5.751362264,0.575247238,0.142857143,0.77815125,13,2
محکمه,عدالت,0.472366553,0.542437034,0.307692308,0.059499185,0.933490822,2.731861678,1.17626407,0.122786632,0.090909091,0.581856605,12,1
دم,پشت,0.687289279,0.757488116,1,0.247570431,0.981283581,4.288725413,7.943946461,0.797298906,0.333333333,1.146128036,15,9
تصادف,کتاب,0.472366553,0.542469121,0.727272727,0.080788579,0.971276574,3.222639389,2.808336579,0.312129989,0.166666667,0.84509804,12.75,3
بوران,باد,0.687289279,0.758017876,1,0.485252692,0.958462709,2.767235337,8.185691439,0.888196422,0.333333333,1.146128036,14,42
پیانو,هارمونی,0.472366553,0.542437034,0.105263158,0.05024916,0.975347704,2.551350147,0,0,0.083333333,0.544068044,11,1
سلطان,وزارت,0.472366553,0.543705703,0.571428571,0.076882874,0.978830908,2.665390705,2.513842011,0.278781728,0.142857143,0.77815125,10.75,80
بیابان,تپه ماسه‌ای,0.367879441,0.43793388,0.428571429,0.064814743,0.947555356,2.407581385,1.998503479,0.205759816,0.111111111,0.669006781,11,0
ضرب,تقسیم,0.687289279,0.75825882,1,0.947491795,0.984008056,3.020488928,9.42270605,0.946966127,0.333333333,1.146128036,14,57
ویروس,خون‌,0.472366553,0.542437034,0.285714286,0.05979312,0.965556056,3.397236331,1.356096287,0.139541025,0.090909091,0.581856605,10,1
عصر یخبندان,قانون,0.472366553,0.542453077,0.4,0.074600672,0.924348899,2.461803717,3.092985145,0.315760953,0.111111111,0.669006781,0,2
شمشیر,محیط,0.367879441,0.43793388,0.444444444,0.067561166,0.956920119,3.715565145,2.513842011,0.253550968,0.083333333,0.544068044,9.75,0
مدرسه ابتدایی,مداد,0.367879441,0.43793388,0.105263158,0.050574023,0.914946006,2.23608051,0,0,0.083333333,0.544068044,11.75,0
کریکت,حامی,0.472366553,0.542453077,0.434782609,0.074054294,0.943838198,2.040339453,3.246267218,0.32468938,0.1,0.62324929,8.75,2
مجسمه,تندیس,1,1.132373698,1,20,1,6,20,1,1,2,16,1364
مرورگر وب,موزیلا فایرفاکس,0.778800783,0.84952938,0.952380952,0.518507703,0.963764363,1.68327797,8.31452431,0.896074633,0.5,1.322219295,15,42
لایکا,کنون,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
اچ‌اس‌بی‌سی,بریتانیا,0.472366553,0.542453077,0.5,0.093494628,0.876259459,1.37671194,4.650169328,0.465106689,0.142857143,0.77815125,12,2
کتاب مقدس,انجیل,0.778800783,0.849144055,0.965517241,0.173292662,0.961052579,1.620233472,7.033245459,0.709101036,0.5,1.322219295,15,18
لباس,رقص,0.472366553,0.542790081,0.153846154,0.06026652,0.939941395,2.731695339,0,0,0.111111111,0.669006781,11,23
آرایه,لیست,0.535261429,0.606054269,0.615384615,0.15522755,0.982576279,3.056319972,5.304431361,0.622183535,0.142857143,0.77815125,7.75,46
سلول,زندان,0.535261429,0.605412129,0.8,0.144116186,0.966924902,4.190509192,6.309190741,0.645202986,0.142857143,0.77815125,14,6
انشا,تکلیف,0.367879441,0.437982009,0.476190476,0.083896236,0.911191315,2.405619596,3.246267218,0.352624771,0.142857143,0.77815125,10.75,3
رایانه,دستگاه,0.535261429,0.606455927,0.875,0.234646478,0.993754885,4.15099754,5.216548619,0.709984328,0.25,1.021189299,12,71
پاندا,خرس قطبی,0.535261429,0.605460266,0.923076923,0.186179706,0.910701433,1.603913294,7.31249285,0.731390429,0.2,0.924279286,12,9
اختلال اعصاب,ذهن,0.472366553,0.542420992,0.4,0.068095588,0.967603204,2.339454811,2.257985671,0.235192012,0.111111111,0.669006781,10,0
کمپین,میمون,0.367879441,0.437949923,0.333333333,0.074864182,0.898175556,2.419465449,3.319308881,0.331994957,0.1,0.62324929,8,1
ثابت فارادی,کوله‌پشتی,0.367879441,0.43793388,0.142857143,0.050009651,0.80547835,2.187445012,0,0,0.071428571,0.477121255,9.75,0
کاخ,آسمان‌خراش,0.687289279,0.758789185,0.933333333,0.217593373,0.990622965,5.343352338,6.875076142,0.749495359,0.333333333,1.146128036,14,90
هلی‌کوپتر,هواپیما,0.687289279,0.759722158,1,0.956298674,0.983592249,3.832130696,9.104252319,0.945689863,0.333333333,1.146128036,14,148
دانشگاه کمبریج,دانشگاه آکسفورد,0.778800783,0.850220307,1,0.186022459,0.982469425,2.90217872,7.310222701,0.73116337,0.333333333,1.146128036,14,85
پرچم,میله,0.535261429,0.605347953,0.666666667,0.084172092,0.983659886,3.383597761,3.378797309,0.362570474,0.125,0.720159303,8.75,2
پنجره,سقف,0.687289279,0.757375803,0.588235294,0.0797105,0.968590599,4.911640317,3.378797309,0.350080143,0.125,0.720159303,13,2
ورق‌بازی,فریزبی,0.472366553,0.542453077,0.076923077,0.050480691,0.949062969,2.570226302,0,0,0.090909091,0.581856605,13,2
بدافزار,کرم,0.778800783,0.84996314,0.941176471,0.220716076,0.969469127,3.358744165,7.588875367,0.770113547,0.5,1.322219295,15,69
سیاره,ستاره,0.687289279,0.75825882,1,0.44189201,0.972812202,5.463130389,7.898009366,0.874688828,0.333333333,1.146128036,14,57
دونده,ورزشکار,0.778800783,0.84952938,1,0.299468574,0.98302915,2.548961507,8.173520903,0.827489736,0.5,1.322219295,15,42
کالیبر,چتر,0.472366553,0.542420992,0.111111111,0.050009651,0.948912426,2.27281367,0,0,0.1,0.62324929,0,0
وای‌فای,ویکی‌لیکس,0.367879441,0.437949923,0.111111111,0.050009651,0.898543385,1.259907911,0,0,0.071428571,0.477121255,9.75,1
خشکسالی,آب‌,0.472366553,0.542549344,0.428571429,0.099584446,0.97663494,2.7047319,3.092985145,0.381198237,0.125,0.720159303,12,8
فرودگاه,قطعه,0.535261429,0.605363996,0.428571429,0.069413211,0.893016351,2.445627708,1.998503479,0.211071446,0.142857143,0.77815125,0,3
ارکستر,گروه‌موسیقی,0.778800783,0.849063809,0.923076923,0.115414954,0.975757346,1.938340222,5.260410826,0.548381881,0.5,1.322219295,15,13
موخیتو,موهیتو,1,1.132373698,1,20,1,3,20,1,1,2,16,94
سرفصل دروس,امتحان,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
قضیه,نظریه,0.535261429,0.606664877,0.8,0.148120742,0.986851791,5.556453179,5.818567824,0.632852528,0.166666667,0.84509804,12,84
یویو,اسباب‌بازی,0.778800783,0.849192208,0.909090909,0.089097633,0.984651275,1.732681254,3.378797309,0.375813659,0.5,1.322219295,15,21
کولاک,باران,0.535261429,0.605396085,0,0,0.987330417,2.725581391,0,0,0.166666667,0.84509804,11.75,5
مورخ,تاریخ‌نگار,1,1.132373698,1,20,1,5,20,1,1,2,16,1190
زیمنس,قطار برقی,0.472366553,0.542453077,0.588235294,0.075536998,0.924751803,2.542932375,3.378797309,0.337944948,0.1,0.62324929,10.75,2
قرن,سال,0.687289279,0.757552305,1,0.137091333,0.984961678,4.543892356,5.887196331,0.617468995,0.333333333,1.146128036,14,13
آلیاژ,فولاد,0.778800783,0.849481202,0.923076923,0.360875689,0.927771164,3.358558975,8.034460469,0.852917014,0.5,1.322219295,15,39
دادرس,قاضی,0.778800783,0.84952938,1,3.3212359,0.965036555,4.165343538,9.535446673,0.984457312,0.5,1.322219295,14,42
آشفتگی,کلاس,0.367879441,0.437949923,0.444444444,0.073430817,0.938984336,2.55362225,1.17626407,0.147301939,0.125,0.720159303,10,1
یادگیری از راه دور,اینترنت,0.472366553,0.542437034,0.125,0.050469827,0.945986497,1.460506351,0,0,0.071428571,0.477121255,0,1
ماسه,پا,0.472366553,0.542501209,0.555555556,0.076306669,0.965745031,3.279904221,3.378797309,0.340216868,0.142857143,0.77815125,10,5
صندوق بین‌المللی پول,دویچه بانک,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
گاردین,تایمز,0.778800783,0.850027424,1,0.261842823,0.937932504,2.899778475,8.08852769,0.809008892,0.333333333,1.146128036,14,73
کرم ابریشم,راه ابریشم,0.367879441,0.43793388,0.24,0.074864182,0.78793197,1.404343999,3.319308881,0.331994957,0.071428571,0.477121255,11,0
آزادی,واحه,0.535261429,0.60533191,0.555555556,0.089477493,0.937160299,2.199805161,4.410072753,0.441092398,0.2,0.924279286,0,1
سيتوپلاسم,انگشت,0.535261429,0.605347953,0.333333333,0.061012329,0.933396396,3.271741199,1.356096287,0.141982346,0.1,0.62324929,11.75,2
پروتستان,مسیحی,0.687289279,0.757391847,0.111111111,0.050516609,0.947389318,2.322652447,0,0,0.125,0.720159303,14,3
لئوناردو‌دا‌وینچی,شام آخر,0.687289279,0.757343718,0,0,0.941111875,1.676813524,0,0,0.090909091,0.581856605,15,0
نقشه,مربع,0.472366553,0.542437034,0.25,0.056851954,0.966708584,2.435390803,1.17626407,0.117968083,0.111111111,0.669006781,12,1
پارلمان,کنگره,0.535261429,0.605460266,0.823529412,0.18351963,0.937234697,4.105891242,7.016726659,0.720312122,0.166666667,0.84509804,0,9
جذب سرمایه,توسعه,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
آسیب‌شناسی,خون‌شناسی,0.535261429,0.605347953,0.941176471,0.121420665,0.956940619,2.450036875,5.843101011,0.586596878,0.25,1.021189299,13,2
دره,فرورفتگی,0.778800783,0.849593624,0.888888889,0.253171986,0.928627901,3.54045042,6.87350505,0.776803542,0.5,1.322219295,15,46
تلسکوپ,صندلی,0.535261429,0.605363996,0.666666667,0.09164788,0.974202061,3.720999941,4.185931696,0.434153433,0.2,0.924279286,9,3
هوی متال,صحنه,0.535261429,0.60538004,0.666666667,0.127486843,0.951912834,2.666831445,6.076096859,0.607726965,0.111111111,0.669006781,8,4
جهانی‌گرایی,روادید,0.367879441,0.43793388,0.333333333,0.056677736,0.911815105,2.152911749,1.17626407,0.117649111,0.090909091,0.581856605,12,0
خفاش,خون‌آشام,0.367879441,0.437949923,0.3,0.064598778,0.947678009,2.449411671,2.257985671,0.22584215,0.076923077,0.509305938,3,1
جانشین,افسر,0.535261429,0.605412129,0.095238095,0.054372492,0.886593381,3.597053458,0,0,0.142857143,0.77815125,10.75,6
الکتریسیته,جعبه,0.472366553,0.542485165,0.307692308,0.063559253,0.982718294,3.267406039,1.356096287,0.147037828,0.1,0.62324929,11,4
خارجی,بیگانه,0.882496903,0.952679694,1,20,1,4,20,1,1,2,16,8
دکمه,چرخ‌خیاطی,0.535261429,0.60544422,0.777777778,0.110090086,0.954960588,3.585060292,5.216548619,0.534576448,0.142857143,0.77815125,12,8
جادوگر,کابل,0.367879441,0.437965966,0.5,0.067714959,0.910111132,2.389077271,2.513842011,0.253981547,0.125,0.720159303,10.75,2
فیلسوف,مسابقه,0.472366553,0.542725875,0.125,0.061959289,0.875830805,2.441623986,0,0,0.1,0.62324929,0,19
ذرت‌ بو داده,سینما,0.367879441,0.437949923,0.266666667,0.058536778,0.911571452,1.650031639,1.356096287,0.137010771,0.1,0.62324929,9.75,1
کشاورزی,گیاه,0.472366553,0.542902458,0.153846154,0.065535755,0.984632156,5.048485258,0,0,0.142857143,0.77815125,14,30
شاعر,روزنامه‌نگار,0.687289279,0.758467706,0.666666667,0.106359273,0.957859057,4.046759058,4.402894239,0.483625044,0.333333333,1.146128036,14,70
آب‌و‌هوا,موج,0.472366553,0.542517254,0.153846154,0.057399938,0.988885403,3.689926043,0,0,0.111111111,0.669006781,13,6
تمدن,سبک زندگی,0.472366553,0.542469121,0.333333333,0.058463751,0.930495759,3.433883533,1.17626407,0.120908195,0.111111111,0.669006781,0,3
برف,یخ,0.472366553,0.542517254,0,0,0.992515119,3.685971602,0,0,0.25,1.021189299,14,6
جنگ جهانی دوم,بتهوون,0.472366553,0.542420992,0.2,0.056677736,0.94629698,1.788091066,1.17626407,0.117649111,0.083333333,0.544068044,12,0
مادربورد,برداصلی,1,1.132373698,1,20,1,4,20,1,1,2,16,162
باشگاه,علامت,0.535261429,0.605508407,0.625,0.08683128,0.984993763,3.563027364,3.378797309,0.34915235,0.166666667,0.84509804,10.75,12
اسکندرکبیر,فاتح,0.535261429,0.60533191,0.875,0.09099445,0.809778405,1.091449897,4.402894239,0.444838572,0.2,0.924279286,0,1
اپ,کهکشان,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
رایانش ابری,باران,0,0.070054439,0,0,0.943529257,2.52788742,0,0,0.076923077,0.509305938,6.75,0
تلویزیون,بازیگر,0.472366553,0.542485165,0.444444444,0.075865907,0.941634646,3.174864489,2.513842011,0.276112335,0.083333333,0.544068044,11.75,4
دلتا,دریا,0.535261429,0.60533191,0.25,0.06057437,0.950688527,2.370558916,1.17626407,0.124728706,0.142857143,0.77815125,12.75,1
نخ,رشته,0.535261429,0.60616671,0.285714286,0.065602445,0.962672543,3.489373698,1.356096287,0.14455533,0.125,0.720159303,13,53
گذرگاه عابران پیاده,شخص,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
پروتئین,دستگیره,0.367879441,0.43793388,0.307692308,0.061784323,0.959959853,2.230458884,1.356096287,0.143521023,0.142857143,0.77815125,9.75,0
یوتو,رونالدو,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
اپل,آیفون,0.687289279,0.757375803,0.714285714,0.075536998,0.960373878,2.05154756,3.378797309,0.337944948,0.142857143,0.77815125,15,2
نعناع فلفلی,آدامس,0.367879441,0.437949923,0.666666667,0.108049528,0.821002279,1.955083314,5.322907637,0.534943274,0.142857143,0.77815125,0,1
پوستر,کاغذ,0.535261429,0.605347953,0.4,0.081386786,0.974462593,2.392659678,3.673114039,0.374173085,0.166666667,0.84509804,12,2
یونیسف,ریشه,0.367879441,0.437965966,0.476190476,0.094837282,0.931832919,2.624527327,4.619094925,0.466986422,0.111111111,0.669006781,10.75,2
بیگانه‌هراسی,نژادپرستی,0.367879441,0.437965966,0.285714286,0.072531145,0.934210445,2.352632995,3.092985145,0.309714292,0.1,0.62324929,9.75,2
وودی آلن,لنز,0.367879441,0.437965966,0.444444444,0.069262495,0.935816757,1.434488281,2.513842011,0.258286758,0.1,0.62324929,10,2
لامپ,جن,0.472366553,0.542437034,0.133333333,0.053587296,0.944412877,2.60606541,0,0,0.125,0.720159303,9,1
نیروی دریایی,جزیره,0.367879441,0.438078279,0.461538462,0.07330045,0.921574229,2.999447434,1.998503479,0.226594272,0.111111111,0.669006781,9.75,9
ديوار,قلعه,0.535261429,0.60544422,0.857142857,0.11500774,0.949144423,2.898551786,5.127974924,0.541182036,0.2,0.924279286,0,8
دایناسور,فیل,0.535261429,0.605412129,0.916666667,0.139610992,0.950332875,2.679569506,6.416690295,0.641792883,0.2,0.924279286,14,6
برج‌ساعت,سنگ,0.472366553,0.542453077,0.533333333,0.075130191,0.962490751,2.567831388,2.513842011,0.274168833,0.125,0.720159303,0,2
خاورمیانه,فرات,0.472366553,0.542420992,0.125,0.050009651,0.976016033,3.417855917,0,0,0.142857143,0.77815125,14,0
علف‌زار,چمن‌زار,0.778800783,0.849047762,0.823529412,0.105401276,0.9380296,2.700860029,5.169756458,0.521484819,0.5,1.322219295,15,12
گیتار,ویولن,0.535261429,0.605508407,0.9,0.378850862,0.919146173,2.542853576,8.557708613,0.866385016,0.2,0.924279286,13,12
دیپلماسی,مذاکره,0.472366553,0.542420992,0.476190476,0.074534562,0.983901413,1.857677441,3.246267218,0.326108411,0.111111111,0.669006781,15,0
گرانش,شهاب,0.472366553,0.542453077,0.307692308,0.057857152,0.961695606,3.459639469,1.356096287,0.135635804,0.090909091,0.581856605,12.75,2
آی‌کیو,منسا,0.367879441,0.437965966,0.125,0.050009651,0.956303246,1.794153179,0,0,0.076923077,0.509305938,9,2
پرچم انگلستان,پرچم,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
زمین‌لرزه,زلزله,1,1.132373698,1,20,1,4,20,1,1,2,16,394
